2366	dirilis	liberado	libéré	lançado	iliyotolewa	freigegeben	выпущен	释放	解放された	أطلق سراحه	जारी किया गया	serbest bırakıldı
2367	seragam	uniforme	uniforme	uniforme	sare	einheitlich	униформа	制服	ユニフォーム	موحدة	वर्दी	üniforma
2368	dibenci	odiado	détesté	odiado	kuchukiwa	gehasst	ненавидел	讨厌的	嫌われた	مكروه	नफरत	nefret edilen
2369	dipertimbangkan	considerado	considéré	considerado	kuzingatiwa	berücksichtigt	считается	考虑到	検討済み	يعتبر	माना जाता है	dikkate alındı
2370	Nasi	arroz	riz	arroz	mchele	Reis	рис	米饭	米	أرز	चावल	pirinç
2371	pertukaran	intercambiar	échange	trocar	kubadilishana	Austausch	обменивать	交换	交換	تبادل	आदान-प्रदान	takas
2372	langkah	pasos	étapes	etapas	hatua	Schritte	шаги	步骤	ステップ	خطوات	कदम	adımlar
2373	blake	blake	blake	Blake	blake	Blake	Блейк	布莱克	ブレイク	بليك	ब्लेक	Blake
2374	meyakinkan	convencer	convaincre	convencer	kushawishi	überzeugen	убеждать	说服	説得する	إقناع	मनाना	ikna etmek
2375	binatang buas	bestia	bête	besta	mnyama	Biest	зверь	野兽	獣	وحش	जानवर	canavar
2376	sapi	vaca	vache	vaca	ng'ombe	Kuh	корова	牛	牛	بقرة	गाय	inek
2377	file	archivos	fichiers	arquivos	faili	Dateien	файлы	文件	ファイル	ملفات	फ़ाइलें	dosyalar
2378	tanda-tanda	señales	signes	sinais	ishara	Zeichen	знаки	迹象	兆候	علامات	संकेत	işaretler
2379	menyeret	arrastrar	faire glisser	arrastar	buruta	ziehen	перетащить	拖动	ドラッグ	اسحب	खींचें	sürükle
2380	taksi	taxi	cabine	táxi	teksi	Kabine	такси	驾驶室	タクシー	سيارة أجرة	कैब	taksi
2381	digantung	colgado	accroché	pendurado	Hung	aufgehängt	висит	挂	ハングアップ	معلقة	लटका दिया	asılı
2382	dibawa	llevado	porté	carregado	kubebwa	getragen	нес	携带	運ばれた	نفذت	ले जाया गया	taşınan
2383	biasa	ordinario	ordinaire	comum	kawaida	gewöhnlich	обычный	普通的	普通の	عادي	साधारण	sıradan
2384	sukses	exitoso	réussi	bem sucedido	mafanikio	erfolgreich	успешный	成功的	成功した	ناجح	सफल	başarılı
2385	malam	víspera	veille	véspera	usiku	Vorabend	канун	前夕	イブ	عشية	पूर्वसंध्या	arife
2386	kesalahan	errores	erreurs	erros	makosa	Fehler	ошибки	错误	間違い	أخطاء	गलतियाँ	hatalar
2387	rumah	casas	maisons	casas	nyumba	Häuser	дома	房屋	家	منازل	मकान	evler
2388	mengobrol	charlando	bavarder	conversando	gumzo	plappern	болтовня	喋喋不休	チャタリング	الثرثرة	बकबक	Gevezelik
2389	otak	cerebros	cerveaux	cérebros	wabongo	Gehirne	мозги	大脑	頭脳	العقول	दिमाग	beyin
2390	Jepang	japón	Japon	Japão	japan	Japan	Япония	日本	日本	اليابان	जापान	Japonya
2391	makhluk	criatura	créature	criatura	kiumbe	Kreatur	существо	生物	生き物	مخلوق	प्राणी	yaratık
2392	keempat	cuarto	quatrième	quarto	nne	Vierter	четвертый	第四	4番目	الرابع	चौथा	dördüncü
2393	terpisah	separar	séparé	separado	tofauti	getrennt	отдельный	分开	別々の	منفصل	अलग	ayrı
2394	pembersihan	limpieza	nettoyage	limpeza	kusafisha	Reinigung	уборка	清洁	掃除	تنظيف	सफाई	temizlik
2395	California	california	Californie	Califórnia	California	Kalifornien	Калифорния	加利福尼亚州	カリフォルニア	كاليفورنيا	कैलिफोर्निया	Kaliforniya
2396	jika	si	si	Se	lf	lf	лф	LF	もし	LF	वाम	eğer
2397	II	todos	ll	tudo	ll	ll	я буду	ll	ll	ليرة لبنانية	डालूँगा	ll
2398	bergeser	turno	changement	mudança	kuhama	Verschiebung	сдвиг	转变	シフト	التحول	बदलाव	vardiya
2399	Elizabeth	elizabeth	Élisabeth	Elizabeth	elizabeth	Elisabeth	Элизабет	伊丽莎白	エリザベス	إليزابيث	एलिज़ाबेथ	Elizabeth
2400	Chicago	chicago	chicago	chicago	chicago	Chicago	Чикаго	芝加哥	シカゴ	شيكاغو	शिकागो	Chicago
2401	tepat	exacto	exact	exato	halisi	genau	точный	准确的	正確な	بالضبط	सटीक	kesin
2402	karen	karen	Karen	Karen	karen	Karen	Карен	凯伦	カレン	كارين	करेन	karen
2403	tujuan	meta	objectif	objetivo	lengo	Ziel	цель	目标	目標	هدف	लक्ष्य	hedef
2404	ahli	experto	expert	especialista	mtaalam	Experte	эксперт	专家	専門家	خبير	विशेषज्ञ	uzman
2405	dilayani	servido	servi	servido	aliwahi	serviert	служил	服务	提供されました	خدم	सेवा की	servis edildi
2406	langsung	directo	direct	direto	moja kwa moja	direkt	прямой	直接	直接	مباشر	प्रत्यक्ष	doğrudan
2407	skor	puntuación	score	pontuação	alama	punkten	счет	分数	スコア	النتيجة	स्कोर	puan
2408	baris	fila	rangée	linha	safu	Reihe	строка	行	行	صف	पंक्ति	sıra
2409	tanda	marcas	marques	marcas	alama	Markierungen	знаки	标记	マーク	علامات	निशान	işaretler
2410	dua puluh	veinte	vingt	vinte	ishirini	zwanzig	двадцать	二十	二十	عشرين	बीस	yirmi
2411	menerima	recibir	recevoir	receber	kupokea	erhalten	получать	收到	受け取る	تلقي	प्राप्त करें	almak
2412	seri	serie	série	série	mfululizo	Serie	серия	系列	シリーズ	سلسلة	शृंखला	serisi
2413	bagian	sección	section	seção	sehemu	Abschnitt	раздел	部分	セクション	قسم	अनुभाग	bölüm
2414	percontohan	piloto	pilote	piloto	rubani	Pilot	пилот	飞行员	パイロット	طيار	पायलट	pilot
2415	jackson	jackson	jackson	Jackson	jackson	Jackson	Джексон	杰克逊	ジャクソン	جاكسون	जैक्सन	Jackson
2416	kegelapan	oscuridad	l'obscurité	escuridão	giza	Dunkelheit	темнота	黑暗	暗闇	الظلام	अँधेरा	karanlık
2417	milikmu	tu	ton	teu	yako	dein	твой	你的	あなたの	خاصتك	तेरा	senin
2418	penjualan	venta	vente	venda	mauzo	Verkauf	продажа	销售	販売	بيع	बिक्री	satış
2419	takdir	destino	destin	destino	hatima	Schicksal	судьба	命运	運命	مصير	नियति	kader
2420	menyembuhkan	curar	guérir	cura	tiba	heilen	вылечить	治愈	治す	علاج	इलाज	tedavi
2421	diucapkan	hablado	parlé	falado	amesema	gesprochen	разговорный	口语	話された	تحدث	बोला	konuşulan
2422	bersenjata	armado	armé	armado	wenye silaha	bewaffnet	вооруженный	武装的	武装した	مسلح	सशस्त्र	silahlı
2423	jarang	raro	rare	raro	nadra	selten	редкий	罕见的	珍しい	نادر	दुर्लभ	nadir
2424	helen	helena	Hélène	Helena	Helen	Helen	Хелен	海伦	ヘレン	هيلين	हेलेन	Helen
2425	kelas	grado	note	nota	daraja	Klasse	класс	等级	グレード	الصف	ग्रेड	not
2426	jus	jugo	jus	suco	juisi	Saft	сок	果汁	ジュース	عصير	रस	meyve suyu
2427	lebar	ancho	large	largo	pana	breit	широкий	宽	広い	واسعة	विस्तृत	geniş
2428	menara	torre	tour	torre	mnara	Turm	башня	塔	タワー	برج	टावर	kule
2429	solusi	solución	solution	solução	suluhisho	Lösung	решение	解决方案	解決策	الحل	समाधान	çözüm
2430	jadwal	horario	calendrier	agendar	ratiba	Zeitplan	график	时间表	スケジュール	الجدول الزمني	अनुसूची	program
2431	ledakan	explosión	explosion	explosão	mlipuko	Explosion	взрыв	爆炸	爆発	انفجار	विस्फोट	patlama
2432	roda	rueda	roue	roda	gurudumu	Rad	колесо	轮子	ホイール	عجلة	पहिया	tekerlek
2433	rokok	cigarrillo	cigarette	cigarro	sigara	Zigarette	сигарета	香烟	タバコ	سيجارة	सिगरेट	sigara
2434	Juli	julia	julie	Júlia	julie	Julie	Джули	朱莉	ジュリー	جولي	जूली	Julie
2435	buah	fruta	fruits	fruta	matunda	Frucht	фрукты	水果	果物	الفاكهة	फल	meyve
2436	meledak	sopló	soufflé	explodiu	akavuma	geblasen	взорвал	吹了	吹いた	فجر	उड़ा दिया	patladı
2437	pemenang	Víctor	vainqueur	vencedor	mshindi	Sieger	победитель	胜利者	勝者	منتصر	विजेता	galip
2438	pembicaraan	conversaciones	pourparlers	fala	mazungumzo	Gespräche	переговоры	会谈	話す	محادثات	बातचीत	görüşmeler
2439	pengorbanan	sacrificio	sacrifice	sacrifício	sadaka	Opfer	жертвовать	牺牲	犠牲	التضحية	बलिदान	kurban
2440	jangkauan	rango	gamme	alcance	mbalimbali	Bereich	диапазон	范围	範囲	النطاق	रेंज	aralık
2441	tombol	botón	bouton	botão	kitufe	Taste	кнопка	按钮	ボタン	زر	बटन	düğme
2442	laporan	informes	rapports	relatórios	ripoti	Berichte	отчеты	报告	レポート	التقارير	रिपोर्ट	raporlar
2443	tahanan	prisionero	prisonnier	prisioneiro	mfungwa	Gefangener	заключенный	囚犯	囚人	سجين	कैदी	mahkum
2444	kue	pastel	tarte	torta	mkate	Kuchen	пирог	馅饼	パイ	فطيرة	पाई	turta
2445	usaha	esfuerzo	effort	esforço	juhudi	Aufwand	усилие	努力	努力	جهد	प्रयास	çaba
2446	pemuda	juventud	jeunesse	juventude	vijana	Jugend	молодежь	青年	若者	الشباب	युवा	gençlik
2447	panci	olla	pot	pote	sufuria	Topf	горшок	锅	ポット	وعاء	बर्तन	saksı
2448	dimakan	comido	mangé	comido	kuliwa	gegessen	съеденный	吃过	食べた	أكل	खाया	yemiş
2449	taylor	taylor	tailleur	taylor	Taylor	Taylor	Тейлор	泰勒	テイラー	تايلور	टेलर	Taylor
2450	lutut	rodillas	genoux	joelhos	magoti	Knie	колени	膝盖	膝	الركبتين	घुटने	dizler
2451	garasi	garaje	garage	garagem	karakana	Garage	гараж	车库	ガレージ	المرآب	गैराज	garaj
2452	parkir	estacionamiento	stationnement	estacionamento	maegesho	Parkplatz	парковка	停车	駐車場	وقوف السيارات	पार्किंग	otopark
2453	ambulans	ambulancia	ambulance	ambulância	gari la wagonjwa	Krankenwagen	машина скорой помощи	救护车	救急車	سيارة إسعاف	एम्बुलेंस	ambulans
2454	menatap	mirando	regarder	olhando	kutazama	starrt	глядя	凝视	見つめる	يحدق	घूरना	bakıyor
2455	peluang	posibilidades	chances	chances	nafasi	Chancen	шансы	机会	チャンス	فرص	संभावनाएँ	şans
2456	keadaan	circunstancias	circonstances	circunstâncias	mazingira	Umstände	обстоятельства	情况	事情	الظروف	हालात	koşullar
2457	dosa	pecado	péché	pecado	dhambi	Sünde	грех	罪恶	罪	خطيئة	पाप	günah
2458	Gordon	gordon	gordon	Gordon	gordon	Gordon	Гордон	戈登	ゴードン	جوردون	गॉर्डन	Gordon
2459	kemajuan	progreso	progrès	progresso	maendeleo	Fortschritt	прогресс	进展	進歩	التقدم	प्रगति	ilerleme
2460	tidak biasa	inusual	inhabituel	incomum	isiyo ya kawaida	ungewöhnlich	необычный	不寻常的	珍しい	غير عادي	असामान्य	sıradışı
2461	kabupaten	condado	comté	condado	kata	Landkreis	графство	县	郡	مقاطعة	काउंटी	ilçe
2462	tangga	escaleras	escaliers	escadas	ngazi	Treppen	лестница	楼梯	階段	الدرج	सीढ़ियाँ	merdivenler
2463	kampanye	campaña	campagne	campanha	kampeni	Kampagne	кампания	活动	キャンペーン	حملة	अभियान	kampanya
2464	'sen	'mon	'mon	'mon	'mon	'Mo	'пон	'蒙	モン	'الاثنين	'सोम	'pazartesi
2465	visi	visión	vue	visão	maono	Vision	видение	愿景	ビジョン	الرؤية	दृष्टि	vizyon
2466	wartawan	reportero	journaliste	repórter	mwandishi wa habari	Reporter	репортер	记者	レポーター	مراسل	रिपोर्टर	muhabir
2467	peralatan	equipo	équipement	equipamento	vifaa	Ausrüstung	оборудование	设备	装備	المعدات	उपकरण	ekipman
2468	momen	momentos	instants	momentos	muda mfupi	Momente	моменты	时刻	瞬間	لحظات	क्षण	anlar
2469	joey	joey	Joey	Joey	joey	Joey	Джоуи	乔伊	ジョーイ	جوي	जॉय	joey
2470	massa	masa	masse	massa	wingi	Masse	масса	质量	質量	كتلة	द्रव्यमान	kütle
2471	asing	extraterrestre	extraterrestre	alienígena	mgeni	Außerirdischer	пришелец	外星人	外国人	كائن فضائي	विदेशी	uzaylı
2472	terjebak	atrapado	piégé	preso	wamenaswa	gefangen	в ловушке	被困	閉じ込められた	محاصرين	फँस गया	kapana kısılmış
2473	membantu	ayuda	aide	ajuda	husaidia	hilft	помогает	帮助	助けます	يساعد	मदद करता है	yardımcı olur
2474	rute	ruta	itinéraire	rota	njia	Route	маршрут	路线	ルート	الطريق	मार्ग	rota
2475	membela	defender	défendre	defender	kutetea	verteidigen	защищать	捍卫	守る	الدفاع	बचाव	savunmak
2476	jejak	rastro	trace	rastrear	kufuatilia	Spur	след	痕迹	トレース	تتبع	ट्रेस	iz
2477	jahat	desagradable	méchant	desagradável	mbaya	böse	противный	讨厌的	厄介な	مقرف	बुरा	iğrenç
2478	tes	pruebas	essais	testes	vipimo	Tests	тесты	测试	テスト	الاختبارات	परीक्षण	testler
2479	majalah	revista	magazine	revista	gazeti	Zeitschrift	журнал	杂志	雑誌	مجلة	पत्रिका	dergi
2480	batu	rocas	rochers	pedras	miamba	Felsen	скалы	岩石	岩	الصخور	चट्टानें	kayalar
2481	membuang	volcado	déverser	despejar	dampo	Müllkippe	свалка	转储	ダンプ	تفريغ	डंप	çöplük
2482	kasar	grosero	impoli	rude	mkorofi	unhöflich	грубый	粗鲁的	失礼な	فظ	अशिष्ट	kaba
2483	mencari	buscando	recherche	pesquisando	kutafuta	suchen	поиск	寻找	探しています	البحث	खोज रहे हैं	arama
2484	petunjuk	pista	indice	pista	kidokezo	Ahnung	подсказка	线索	手がかり	فكرة	सुराग	ipucu
2485	terhubung	conectado	connecté	conectado	kushikamana	verbunden	подключен	已连接	接続されています	متصل	जुड़ा हुआ	bağlı
2486	amin	amén	amen	amém	amina	Amen	аминь	阿门	アーメン	آمين	आमीन	amin
2487	didorong	empujado	poussé	empurrado	kusukumwa	geschoben	толкнул	推	押し込まれた	دفعت	धक्का दिया	itti
2488	selamat	alegre	joyeux	alegre	furaha	fröhlich	веселый	快乐的	陽気な	مرح	आनंदमय	neşeli
2489	zona	zona	zone	zona	eneo	Zone	зона	区	ゾーン	المنطقة	क्षेत्र	bölge
2490	senior	mayor	senior	sênior	mwandamizi	Senior	старший	高级	先輩	كبار	वरिष्ठ	kıdemli
2491	penutupan	cerrando	fermeture	fechando	kufunga	schließen	закрытие	关闭	閉店	إغلاق	समापन	kapanış
2492	membekukan	congelar	geler	congelar	kufungia	einfrieren	заморозить	冻结	フリーズする	تجميد	फ्रीज	dondurmak
2493	kaisar	emperador	empereur	imperador	mfalme	Kaiser	император	皇帝	皇帝	الإمبراطور	सम्राट	imparator
2494	kejadian	incidente	incident	incidente	tukio	Vorfall	инцидент	事件	事件	حادثة	घटना	olay
2495	ular	serpiente	serpent	cobra	nyoka	Schlange	змея	蛇	ヘビ	ثعبان	साँप	yılan
2496	Meksiko	México	Mexique	México	mexico	Mexiko	Мексика	墨西哥	メキシコ	المكسيك	मेक्सिको	Meksika
2497	bunga bakung	lirio	lys	lírio	lily	Lilie	лилия	百合	ユリ	زنبق	लिली	zambak
2498	aktor	actor	acteur	ator	mwigizaji	Schauspieler	актер	演员	俳優	ممثل	अभिनेता	aktör
2499	koran	periódico	journal	jornal	gazeti	Zeitung	газета	报纸	新聞	صحيفة	अखबार	gazete
2500	kalimat	frase	phrase	frase	sentensi	Satz	предложение	句子	文	الجملة	वाक्य	cümle
2501	Greg	greg	Greg	Greg	greg	Gregor	Грег	格雷格	グレッグ	جريج	ग्रेग	Greg
2502	terkemuka	liderando	leader	liderando	inayoongoza	führend	ведущий	领先	先頭に立って	الرائدة	अग्रणी	önde gelen
2503	ramah	amigable	amical	amigável	kirafiki	freundlich	дружелюбный	友好的	フレンドリーな	ودية	मिलनसार	dost canlısı
2504	jones	jones	Jones	Jones	jones	Jones	Джонс	琼斯	ジョーンズ	جونز	जोन्स	Jones
2505	dipilih	elegido	choisi	escolhido	iliyochaguliwa	gewählt	выбранный	选择的	選ばれた	تم اختياره	चुना गया	seçilmiş
2506	bertunangan	comprometido	engagé	engajado	kushiriki	verlobt	помолвлен	订婚了	婚約中	مخطوب	लगे हुए हैं	nişanlı
2507	julia	julia	julie	Júlia	julia	Julia	Джулия	朱莉娅	ジュリア	جوليا	जूलिया	Julia
2508	menawan	encantador	charmant	charmoso	haiba	charmant	очаровательный	迷人的	魅力的な	ساحر	आकर्षक	büyüleyici
2509	harus	no debe	il faut	deve	lazima	muss	должен	穆斯滕	しなければならない	يجب	अवश्य	yapılmalı
2510	kemarahan	ira	colère	raiva	hasira	Wut	гнев	愤怒	怒り	الغضب	क्रोध	öfke
2511	pembelanjaan	gasto	dépenses	gastando	matumizi	Ausgaben	расходы	支出	支出	الإنفاق	खर्च	harcama
2512	belajar	aprendiendo	apprentissage	aprendendo	kujifunza	Lernen	обучение	学习	学習	التعلم	सीखना	öğrenme
2513	mata-mata	espiar	espion	espião	jasusi	Spion	шпион	间谍	スパイ	جاسوس	जासूस	casus
2514	tajam	agudo	pointu	afiado	mkali	scharf	острый	锋利的	鋭い	حاد	तेज़	keskin
2515	bayangan	sombra	ombre	sombra	kivuli	Schatten	тень	影子	影	الظل	छाया	gölge
2516	surat perintah	orden judicial	mandat	mandado	hati	Haftbefehl	ордер	令状	令状	مذكرة	वारंट	emir
2517	lift	ascensor	ascenseur	elevador	lifti	Aufzug	лифт	电梯	エレベーター	مصعد	लिफ्ट	asansör
2518	kerajaan	reino	royaume	reino	ufalme	Königreich	королевство	王国	王国	مملكة	साम्राज्य	krallık
2519	ricky	ricky	ricky	Ricky	ricky	Ricky	Рикки	瑞奇	リッキー	ريكي	रिकी	riskli
2520	jamie	jamie	Jamie	jamie	jamie	Jamie	Джейми	杰米	ジェイミー	جيمي	जेमी	Jamie
2521	pasukan	escuadrón	équipe	esquadrão	kikosi	Kader	отряд	小队	分隊	فرقة	दस्ता	takım
2522	bahu	hombro	épaule	ombro	bega	Schulter	плечо	肩膀	肩	كتف	कंधा	omuz
2523	gelombang	ola	vague	onda	wimbi	Welle	волна	波	波	موجة	लहर	dalga
2524	amanda	amanda	amanda	Amanda	amanda	Amanda	Аманда	阿曼达	アマンダ	أماندا	अमांडा	amanda
2525	Yang Mulia	alteza	altesse	alteza	ukuu	Hoheit	Высочество	殿下	殿下	سمو	उच्चता	Majesteleri
2526	jenis	tipos	sortes	tipos	aina	Arten	виды	种类	種類	أنواع	प्रकार	çeşitler
2527	memancing	pescando	pêche	pesca	uvuvi	Angeln	рыбалка	钓鱼	釣り	صيد السمك	मछली पकड़ना	balıkçılık
2528	suatu saat	alguna vez	parfois	algum dia	wakati fulani	irgendwann	когда-нибудь	某个时候	いつか	في وقت ما	कभी-कभी	bazen
2529	sikap	actitud	attitude	atitude	mtazamo	Haltung	отношение	态度	態度	الموقف	रवैया	tutum
2530	menyebalkan	apesta	c'est nul	é uma merda	kunyonya	scheiße	отстой	糟透了	最悪	مقرف	बेकार है	berbat
2531	negatif	negativo	négatif	negativo	hasi	negativ	отрицательный	消极的	否定的な	سلبي	नकारात्मक	negatif
2532	layar	pantalla	écran	tela	skrini	Bildschirm	экран	屏幕	画面	شاشة	स्क्रीन	ekran
2533	pekerja	trabajadores	travailleurs	trabalhadores	wafanyakazi	Arbeiter	рабочие	工人	労働者	العمال	कार्यकर्ता	işçiler
2534	bosan	aburrido	ennuyé	entediado	kuchoka	gelangweilt	скучно	无聊	退屈	بالملل	ऊब गया	sıkıldım
2535	kamera	camaras	caméras	câmeras	kamera	Kameras	камеры	相机	カメラ	الكاميرات	कैमरे	kameralar
2536	serupa	similares	similaire	semelhante	sawa	ähnlich	похожий	类似的	似たような	مماثل	समान	benzer
2537	pemahaman	comprensión	compréhension	compreensão	ufahamu	Verständnis	понимание	理解	理解する	فهم	समझ	anlayış
2538	berbunyi bip	pitidos	bips	bipa	milio	piepst	гудит	嘟嘟声	ビープ音	الصفافير	बीप	bip sesleri
2539	rantai	cadena	chaîne	corrente	mnyororo	Kette	цепь	链条	チェーン	سلسلة	श्रृंखला	zincir
2540	banteng	toro	taureau	touro	fahali	Bulle	бык	公牛	雄牛	الثور	बैल	boğa
2541	terengah-engah	jadeando	haletant	ofegante	kutweta	keuchend	задыхаясь	气喘吁吁	あえぐ	يلهث	हांफना	nefes nefese
2542	sepenuhnya	completamente	entièrement	totalmente	kikamilifu	vollständig	полностью	完全	完全に	بالكامل	पूरी तरह से	tamamen
2543	robin	petirrojo	rouge-gorge	robin	robin	Robin	Робин	知更鸟	ロビン	robin	रॉबिन	ardıç kuşu
2544	mengumpulkan	recoger	recueillir	coletar	kukusanya	sammeln	собирать	收集	集める	جمع	इकट्ठा करो	toplamak
2545	cantik	preciosa	magnifique	lindo	mrembo	wunderschön	великолепный	华丽的	ゴージャスな	رائع	बहुत सुन्दर	muhteşem
2546	morgan	morgan	morgan	morgan	Morgan	Morgan	Морган	摩根	モーガン	مورغان	मॉर्गन	morgan
2547	gairah	pasión	passion	paixão	shauku	Leidenschaft	страсть	激情	情熱	العاطفة	जुनून	tutku
2548	penulis	escritor	écrivain	escritor	mwandishi	Schriftsteller	писатель	作家	ライター	كاتب	लेखक	yazar
2549	kerajaan	imperio	empire	império	himaya	Reich	империя	帝国	帝国	الإمبراطورية	साम्राज्य	imparatorluk
2550	internasional	internacional	internationale	internacional	kimataifa	international	международный	国际	国際的な	دولي	अंतरराष्ट्रीय	uluslararası
2551	kutukan	maldición	malédiction	maldição	laana	Fluch	проклятие	诅咒	呪う	لعنة	अभिशाप	lanet
2552	menyewa	contratar	embaucher	alugar	kuajiri	mieten	нанимать	雇用	雇う	استئجار	किराया	kiralamak
2553	bajingan	bastardos	salauds	bastardos	wanaharamu	Bastarde	ублюдки	混蛋	ろくでなし	الأوغاد	कमीनों	piçler
2554	menempatkan	pone	met	coloca	huweka	setzt	ставит	看跌期权	置く	يضع	डालता है	koyar
2555	mengarah	lleva	conduit	leads	inaongoza	führt	ведет	线索	リード	يؤدي	नेतृत्व करता है	potansiyel müşteriler
2556	id	identificación	identifiant	identificação	kitambulisho	ID	идентификатор	编号	ID	معرف	आईडी	kimlik
2557	pukulan	golpes	coups	golpes	mapigo	Schläge	удары	打击	吹く	ضربات	मारता है	darbeler
2558	anak laki-laki	hijos	fils	filhos	wana	Söhne	сыновья	儿子们	息子たち	أبناء	बेटे	oğullar
2559	perkebunan	finca	domaine	propriedade	mali	Nachlass	поместье	庄园	不動産	العقارات	संपदा	emlak
2560	pelanggan	clientes	clients	clientes	wateja	Kunden	клиенты	顾客	顧客	العملاء	ग्राहक	müşteriler
2561	maggie	maggie	Maggie	Maggie	maggie	Maggie	Мэгги	玛吉	マギー	ماجي	मैगी	maggie
2562	tembakan	disparo	coup de feu	tiro	risasi	Schuss	выстрел	枪声	銃声	طلقة نارية	बंदूक की गोली	ateşli silah
2563	saya-	yo-	je-	eu-	i-	ich-	я-	我-	私は-	ط-	मैं-	ben-
2564	perangkat	dispositivo	appareil	dispositivo	kifaa	Gerät	устройство	装置	デバイス	جهاز	युक्ति	cihaz
2565	pasukan	tropas	troupes	tropas	askari	Truppen	войска	部队	軍隊	القوات	सैनिक	birlikler
2566	pelukan	abrazo	câlin	abraço	kukumbatia	umarmen	обнимать	拥抱	抱擁	عناق	आलिंगन	sarılmak
2567	desain	diseño	conception	projeto	kubuni	Design	дизайн	设计	デザイン	تصميم	डिज़ाइन	tasarım
2568	gerakan	movimiento	mouvement	movimento	harakati	Bewegung	движение	运动	動き	حركة	आंदोलन	hareket
2569	guntur	trueno	tonnerre	trovão	ngurumo	Donner	гром	雷声	雷	الرعد	गड़गड़ाहट	gök gürültüsü
2570	objek	objeto	objet	objeto	kitu	Objekt	объект	对象	オブジェクト	كائن	वस्तु	nesne
2571	pecundang	perdedor	perdant	perdedor	mshindwa	Verlierer	неудачник	失败者	敗者	خاسر	हारा हुआ	kaybeden
2572	pena	bolígrafo	stylo	caneta	kalamu	Stift	ручка	笔	ペン	قلم	कलम	kalem
2573	terisak-isak	sollozando	sanglotant	soluçando	kulia	schluchzend	рыдая	抽泣	すすり泣く	ينتحب	सिसकना	hıçkırarak ağlayan
2574	politik	politica	politique	política	siasa	Politik	политика	政治	政治	السياسة	राजनीति	politika
2575	meskipun begitu	a pesar de	malgré	apesar	licha ya	trotz	несмотря на	尽管	にもかかわらず	على الرغم من	बावजूद	rağmen
2576	alkohol	alcohol	alcool	álcool	pombe	Alkohol	алкоголь	酒精	アルコール	الكحول	शराब	alkol
2577	memanjat	subir	grimper	escalar	kupanda	klettern	подниматься	攀登	登る	تسلق	चढ़ना	tırmanmak
2578	klien	clientes	clients	clientes	wateja	Kunden	клиенты	客户	クライアント	عملاء	ग्राहक	müşteriler
2579	konferensi	conferencia	conférence	conferência	mkutano	Konferenz	конференция	会议	会議	مؤتمر	सम्मलेन	konferans
2580	menyediakan	proporcionar	fournir	fornecer	kutoa	bereitstellen	предоставить	提供	提供する	تقديم	प्रदान करें	sağlamak
2581	martir	marty	marty	marty	shahidi	marty	Марти	马蒂	マーティ	مارتي	शहीद	şehit
2582	mencari	buscar	chercher	procurar	tafuta	suchen	искать	寻找	求める	تسعى	तलाश करो	aramak
2583	saksi	testigos	témoins	testemunhas	mashahidi	Zeugen	свидетели	证人	証人	شهود	गवाह	tanıklar
2584	menghasilkan	ganar	gagner	ganhar	kulipwa	verdienen	зарабатывать	赚	稼ぐ	كسب	कमाओ	kazanmak
2585	sampah	basura	poubelle	lixo	takataka	Müll	мусор	垃圾	ゴミ箱	سلة المهملات	कचरा	çöp
2586	lembah	valle	vallée	vale	bonde	Tal	долина	山谷	谷	وادي	घाटी	vadi
2587	mode	moda	mode	moda	mtindo	Mode	мода	时尚	ファッション	أزياء	फ़ैशन	moda
2588	bagaimana	howard	Howard	Howard	howard	Howard	Говард	霍华德	ハワード	هوارد	हावर्ड	Howard
2589	episode	episodio	épisode	episódio	kipindi	Folge	эпизод	情节	エピソード	الحلقة	प्रकरण	bölüm
2590	hadiah	premio	prix	prêmio	tuzo	Preis	приз	奖品	賞品	جائزة	पुरस्कार	ödül
2591	sebelumnya	anteriormente	auparavant	anteriormente	hapo awali	vorher	ранее	以前	以前	سابقا	पहले	daha önce
2592	olahraga	deportes	sport	esportes	michezo	Sport	спорт	体育	スポーツ	رياضة	खेल	spor
2593	ingin	queriendo	vouloir	querendo	kutaka	wollen	желая	想要	欲しい	الرغبة	चाहत	istemek
2594	hutang	deuda	dette	dívida	deni	Schulden	долг	债务	借金	الديون	ऋण	borç
2595	keinginan	deseos	voeux	desejos	matakwa	Wünsche	пожелания	愿望	願い	رغبات	इच्छाएँ	dilekler
2596	hitler	hitler	Hitler	Hitler	hitler	Hitler	Гитлер	希特勒	ヒトラー	هتلر	हिटलर	hitler
2597	kawat	alambre	fil	fio	waya	Draht	проволока	电线	ワイヤー	سلك	तार	tel
2598	kamu	ti	toi	você	wewe	dich	ты	你	あなた	اليك	तुम	sen
2599	lingkaran	circulo	cercle	círculo	mduara	Kreis	круг	圆圈	サークル	دائرة	वृत्त	daire
2600	pendekatan	acercamiento	approche	abordagem	mbinu	Ansatz	подход	方法	アプローチ	النهج	दृष्टिकोण	yaklaşma
2601	stok	acciones	stocks	estoque	hisa	Lager	запас	库存	在庫	الأسهم	स्टॉक	stok
2602	fakta	hechos	faits	fatos	ukweli	Fakten	факты	事实	事実	حقائق	तथ्य	gerçekler
2603	diingat	recordado	rappelé	lembrado	kukumbukwa	erinnert	вспомнил	记住了	思い出した	تذكرت	याद आया	hatırladım
