split	source_locale	source_lang	source_id	source_author	source_license	source_url	source_review_state	source_row_sha256	source_text	target_locale	target_lang	target_id	target_author	target_license	target_url	target_review_state	target_row_sha256	target_text	relation_state	pair_snapshot	pair_archive_url	pair_archive_sha256	pair_link_row_sha256	baseline_name	baseline_output	baseline_exact_target
development	en	eng	20081	Scott	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/20081	human-contributed-unreviewed	40e9132b08e172cabda5e6a7d6dd3b8c8dd2e8125b12d400ac0438c3ef77a05e	We can say that Japan was fighting a constant battle against hunger during the war.	sw	swh	10804570	ecorralest101	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/10804570	human-contributed-unreviewed	1f4154b619dbf21241ea26045d500b6d45db0929d6bd3dd03d24515a1764a511	Tunaweza kusema kuwa Japan ilikuwa ikipigana vita vya mara kwa mara dhidi ya njaa wakati wa vita.	direct-translation-link-human-contributed-unreviewed	2026-07-18	https://downloads.tatoeba.org/exports/per_language/eng/eng-swh_links.tsv.bz2	81a8c343458bb8fe472f1ff1f76b770da99604693b0b924a42cb1b2426fd30a9	0f2d60f4be33b976b15a76353e9cdd70da21e8ba314dfc979bbfc580cd0ecd6b	source-copy	We can say that Japan was fighting a constant battle against hunger during the war.	0
development	en	eng	20161	CK	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/20161	human-contributed-unreviewed	b650fe6f2e3539d19e6cceb6eea320da16fd1bcbf3d297fcac8a39ece0abc1fa	If the quality of your product meets with our customer's approval, we will place regular orders.	sw	swh	10804573	ecorralest101	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/10804573	human-contributed-unreviewed	9ca885753ed0a42fef4fa6f3cb568c57862cc9e49f72b62c36d419173af2abed	Ikiwa ubora wa bidhaa yako inafurahisha wateja wetu, tutaweka maagizo ya kila mara.	direct-translation-link-human-contributed-unreviewed	2026-07-18	https://downloads.tatoeba.org/exports/per_language/eng/eng-swh_links.tsv.bz2	81a8c343458bb8fe472f1ff1f76b770da99604693b0b924a42cb1b2426fd30a9	6e213891ab8eda2944bed9e834a9ddd975a6986b7d6e18096a1f2ea659b50882	source-copy	If the quality of your product meets with our customer's approval, we will place regular orders.	0
development	en	eng	20191	shekitten	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/20191	human-contributed-unreviewed	7d090a070da1ac6cfc32213b7b15b85db16beb3720016dd5eeda937a3562285e	During the press conference, the President touched on foreign relations.	sw	swh	10804576	ecorralest101	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/10804576	human-contributed-unreviewed	f45ce4095f827bef4e8af79a93f7220e0da41f8395789b9fed5283b3caa8265b	Wakati wa mkutano na waandishi wa habari, Rais alizungumza kuhusu uhusiano wa nje.	direct-translation-link-human-contributed-unreviewed	2026-07-18	https://downloads.tatoeba.org/exports/per_language/eng/eng-swh_links.tsv.bz2	81a8c343458bb8fe472f1ff1f76b770da99604693b0b924a42cb1b2426fd30a9	b00f436f04f736caa9a4d5d31e17cd96e8d4b6f7079d06446ec9c39c2ef37aba	source-copy	During the press conference, the President touched on foreign relations.	0
development	en	eng	20241	fishda	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/20241	human-contributed-unreviewed	7ce6cc8509dada0d4429c78857a370bb6600f4b63f43259d47b267cf5d3be834	A whistle blew, and the boat slowly began to pull out of port.	sw	swh	10804579	ecorralest101	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/10804579	human-contributed-unreviewed	ef87efd02fc6456a83989c4d3f70e9b9822415e8603163360f37468fe614745d	Filimbi ililia, na mashua ikaanza polepole kutoka bandarini.	direct-translation-link-human-contributed-unreviewed	2026-07-18	https://downloads.tatoeba.org/exports/per_language/eng/eng-swh_links.tsv.bz2	81a8c343458bb8fe472f1ff1f76b770da99604693b0b924a42cb1b2426fd30a9	d450a6e411f8820fe137403f5ed9928e27b2d02a6d90d63ef2419f73df7f0204	source-copy	A whistle blew, and the boat slowly began to pull out of port.	0
heldout	en	eng	20420	CN	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/20420	human-contributed-unreviewed	3e2bd6ee7ec95037e3cecbab9388a966f1d52c726f16f993d5814528d64b580e	I met Naomi on my way home and we had a chat.	sw	swh	10804584	ecorralest101	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/10804584	human-contributed-unreviewed	6aceb46341145b0da7de1ad7867129009ea7b2c1432eac15472eb7aead1d5f43	Nilikutana na Naomi nilipokuwa nikirudi nyumbani na tukawa na mazungumzo.	direct-translation-link-human-contributed-unreviewed	2026-07-18	https://downloads.tatoeba.org/exports/per_language/eng/eng-swh_links.tsv.bz2	81a8c343458bb8fe472f1ff1f76b770da99604693b0b924a42cb1b2426fd30a9	98b7477a26a82fa044a89676a1213996ddba3a999d7e759a3fc5917153e30b1d	source-copy	I met Naomi on my way home and we had a chat.	0
development	en	eng	20598	papabear	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/20598	human-contributed-unreviewed	3fa096c95dae3630d54782e807da9f2acfceb54ae2a74a3b9defb0ca2cabbc0b	After having fought many hard battles, we were able to bring home the bacon and set up a new government.	sw	swh	10804589	ecorralest101	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/10804589	human-contributed-unreviewed	813a8410be7ed6a47744bef3a03001ac26e283b0134567a66d70780b83a1e55b	Baada ya kupigana vita vingi ngumu, tuliweza kuleta matekeo ya maana na kuanzisha serikali mpya.	direct-translation-link-human-contributed-unreviewed	2026-07-18	https://downloads.tatoeba.org/exports/per_language/eng/eng-swh_links.tsv.bz2	81a8c343458bb8fe472f1ff1f76b770da99604693b0b924a42cb1b2426fd30a9	837c659ca4f4ea0bb1700f9f2de45c468160dfc87665349126d1378ab470e7b2	source-copy	After having fought many hard battles, we were able to bring home the bacon and set up a new government.	0
development	en	eng	20636	al_ex_an_der	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/20636	human-contributed-unreviewed	1f97d53bd38877e9de8b2a18c86309c6131d05e74ad40e1da0be2c5451a59e9e	Strange to say, he didn't know the news.	sw	swh	10804594	ecorralest101	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/10804594	human-contributed-unreviewed	fd7f3f1cb869feaf3986affb39c8e9c8d16cd6eae9fca3002deb35ebf8335622	Ni ajabu kusema, hakuwa anajua taarifa.	direct-translation-link-human-contributed-unreviewed	2026-07-18	https://downloads.tatoeba.org/exports/per_language/eng/eng-swh_links.tsv.bz2	81a8c343458bb8fe472f1ff1f76b770da99604693b0b924a42cb1b2426fd30a9	926ce8ca76b3dd7bdb2ff323aa04f22c596067599e5c7195d85a68c1051bf34d	source-copy	Strange to say, he didn't know the news.	0
development	en	eng	20751	Scott	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/20751	human-contributed-unreviewed	ad42a6dbf0b296ee5f1db9961366c08a590998079a7864d7b3ad06c7005c7efa	Billy often hits his face against windows.	sw	swh	10804600	ecorralest101	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/10804600	human-contributed-unreviewed	888ae54f10e3b3f9f69757f15f108a24e4e903d1390fe3d623b9d3a1c415c73c	Mara nyingi Billy hugonga uso wake madirishani.	direct-translation-link-human-contributed-unreviewed	2026-07-18	https://downloads.tatoeba.org/exports/per_language/eng/eng-swh_links.tsv.bz2	81a8c343458bb8fe472f1ff1f76b770da99604693b0b924a42cb1b2426fd30a9	62477446749d4b5b5fe08be7f74891315c33a2ddda2feaa6cbfae5fe2da48137	source-copy	Billy often hits his face against windows.	0
development	en	eng	20779	Delayedecholalia	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/20779	human-contributed-unreviewed	612d8ffcafdf94894a00b3005f4b1cd00f7de8879e9997ebbdd5984b7f62d217	If it becomes stubborn indeed it stands alone.	sw	swh	10804604	ecorralest101	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/10804604	human-contributed-unreviewed	f31a01587985c5b7c2a0ef36da1b8af57b09a63f459a318a2e3df1d258e2ddd1	Ikiwa inakuwa mkaidi kweli inasimama peke yake.	direct-translation-link-human-contributed-unreviewed	2026-07-18	https://downloads.tatoeba.org/exports/per_language/eng/eng-swh_links.tsv.bz2	81a8c343458bb8fe472f1ff1f76b770da99604693b0b924a42cb1b2426fd30a9	e7899f7d79e3e5180a78da044afd58477620dd9730d3dc7b1cf7548ecc723fd1	source-copy	If it becomes stubborn indeed it stands alone.	0
heldout	en	eng	20910	ToxicFriu	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/20910	human-contributed-unreviewed	2564037cbdb117d6d503dbfaccd5f2bf3bcc12d1625d72ef022b2fbc2a9a11e8	The audience was excited at the game.	sw	swh	10804610	ecorralest101	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/10804610	human-contributed-unreviewed	8c6dd68dc1db77a52eee37bc26c2bb70fc8cf84769d2e7a6d6f07d68f18a49e8	Hadhira walifurahia mchezo.	direct-translation-link-human-contributed-unreviewed	2026-07-18	https://downloads.tatoeba.org/exports/per_language/eng/eng-swh_links.tsv.bz2	81a8c343458bb8fe472f1ff1f76b770da99604693b0b924a42cb1b2426fd30a9	85f778fb83d157a1c4261b7d7ec122423ccdce1bb4def1198b0d3fb8f10c6435	source-copy	The audience was excited at the game.	0
heldout	en	eng	21000	Yeti	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/21000	human-contributed-unreviewed	6c92c18b24dddb308b5330063bc9062b1fe6f7557e057b6899a36df44b1c2306	He left his team as he could not get along with the manager.	sw	swh	10804613	ecorralest101	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/10804613	human-contributed-unreviewed	08773125b29ec5437102d0bf01a1fbb93597fcf1df5e28f3bb4f5352e9e20ea5	Aliacha timu yake kwa kuwa hakuelewana na meneja.	direct-translation-link-human-contributed-unreviewed	2026-07-18	https://downloads.tatoeba.org/exports/per_language/eng/eng-swh_links.tsv.bz2	81a8c343458bb8fe472f1ff1f76b770da99604693b0b924a42cb1b2426fd30a9	2746d90774a4c10d771fa0559d560db96930b9c992875300f5488781087d7899	source-copy	He left his team as he could not get along with the manager.	0
development	en	eng	21031	AlanF_US	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/21031	human-contributed-unreviewed	8ebd26ed048bb7f39922bf2b59953a52fdab81e5f4d91269983687524c966c62	Shouts of joy burst forth.	sw	swh	10804616	ecorralest101	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/10804616	human-contributed-unreviewed	57c60b6bbaa9651b6ba50aa915eec17994511c20142ef741eaf3c12442d21cdc	Shangwe na nderemo zilisikika.	direct-translation-link-human-contributed-unreviewed	2026-07-18	https://downloads.tatoeba.org/exports/per_language/eng/eng-swh_links.tsv.bz2	81a8c343458bb8fe472f1ff1f76b770da99604693b0b924a42cb1b2426fd30a9	7d53c449fe48fcf9c28b8b6fd9391f07861df894107893ddc9c40410b38251ba	source-copy	Shouts of joy burst forth.	0
development	en	eng	21088	fishda	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/21088	human-contributed-unreviewed	89f0a19b3fc2032c92e10427a8bb9e4c654366b32b8fe991c2f70216d776bad1	I beat him completely in the debate.	sw	swh	10804619	ecorralest101	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/10804619	human-contributed-unreviewed	90ecb1dd278ab1e3905d4a8347cda2069bfd27be42e3363110bc199eb66dcc5d	Nilimshinda kabisa kwenye mjadala.	direct-translation-link-human-contributed-unreviewed	2026-07-18	https://downloads.tatoeba.org/exports/per_language/eng/eng-swh_links.tsv.bz2	81a8c343458bb8fe472f1ff1f76b770da99604693b0b924a42cb1b2426fd30a9	a5f3b392d3b6e734a7a49fde5661b3c9eeeb751c5610586c95982d6be61e7667	source-copy	I beat him completely in the debate.	0
development	en	eng	21094	fishda	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/21094	human-contributed-unreviewed	dce14f273ef67b1036b874d9c75d18f1a9e86e087f37a7d20b10a35c18cc12b6	You have our permission to include our software on condition that you send us a copy of the final product.	sw	swh	10804623	ecorralest101	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/10804623	human-contributed-unreviewed	9c7fc0bf18125d26b6b3c6b70358f290ef129f1d246ed0acb4b4bdf153161fae	Una ruhusa yetu kujumuisha programu yetu kwa sharti kwamba ututumie nakala ya bidhaa ya mwisho.	direct-translation-link-human-contributed-unreviewed	2026-07-18	https://downloads.tatoeba.org/exports/per_language/eng/eng-swh_links.tsv.bz2	81a8c343458bb8fe472f1ff1f76b770da99604693b0b924a42cb1b2426fd30a9	74415ac894e6e60818b3b16928bc849a5c6e3f29cf35e6b967870d767f738a95	source-copy	You have our permission to include our software on condition that you send us a copy of the final product.	0
development	en	eng	21243	kremel	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/21243	human-contributed-unreviewed	988ef84ef105002ed60fac08d7cf2fd17f7ff6de55a4564b42c371617d906370	An old oak is groaning in the storm.	sw	swh	10804627	ecorralest101	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/10804627	human-contributed-unreviewed	b2578d206024a540d0326732ed8e8b18aa7a56675814c0261b3316caeb92772b	Mwaloni mzee anaguruma katika dhoruba.	direct-translation-link-human-contributed-unreviewed	2026-07-18	https://downloads.tatoeba.org/exports/per_language/eng/eng-swh_links.tsv.bz2	81a8c343458bb8fe472f1ff1f76b770da99604693b0b924a42cb1b2426fd30a9	1358c31ee8de3ac1f34938be5e53c99cba9004fb8428c77c09920728526362e9	source-copy	An old oak is groaning in the storm.	0
development	en	eng	21247	moman	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/21247	human-contributed-unreviewed	69e4cc40a09ac44dc28360f939a27c8646dd235583fce9ce4870591034d11cac	My forehead burned with fever.	sw	swh	10804630	ecorralest101	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/10804630	human-contributed-unreviewed	afb1ce168cdeda4ece6c687949c5ebb9e58820f1331e0d7024c628261597e410	Kisogo changu kiliungua kwa joto kali.	direct-translation-link-human-contributed-unreviewed	2026-07-18	https://downloads.tatoeba.org/exports/per_language/eng/eng-swh_links.tsv.bz2	81a8c343458bb8fe472f1ff1f76b770da99604693b0b924a42cb1b2426fd30a9	df739d896bca01930625c68e1923ceead1b9b6c1b843d143ef7968262ba1d568	source-copy	My forehead burned with fever.	0
development	en	eng	21479	Whiskkebarr	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/21479	human-contributed-unreviewed	644ccf1f935892dc316165a82644205fbdfa934901a77de1b946903da4ba5aa3	I graduated from the school.	sw	swh	10804636	ecorralest101	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/10804636	human-contributed-unreviewed	000976d887899ca4e14a781cfee6ac24c383bd89fca89bb7a0f58f154503c239	Nilihitimu kutoka shule.	direct-translation-link-human-contributed-unreviewed	2026-07-18	https://downloads.tatoeba.org/exports/per_language/eng/eng-swh_links.tsv.bz2	81a8c343458bb8fe472f1ff1f76b770da99604693b0b924a42cb1b2426fd30a9	47af51ab36b1488c23be6e2e192a2d2573f5cc0c14037125fad6d7507d063b97	source-copy	I graduated from the school.	0
development	en	eng	21497	Swift	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/21497	human-contributed-unreviewed	04764e00cbdc0033ff9fc5d0c4ef057f960567f4ad9cf1421768356852ffad2b	Remember to post the letter on your way to school.	sw	swh	10804640	ecorralest101	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/10804640	human-contributed-unreviewed	8187d9ad87a0a7488db02a30fa167942b68aa7be3c14f538affac6de3c7b2a72	Kumbuka kutuma barua unapoelekea shule.	direct-translation-link-human-contributed-unreviewed	2026-07-18	https://downloads.tatoeba.org/exports/per_language/eng/eng-swh_links.tsv.bz2	81a8c343458bb8fe472f1ff1f76b770da99604693b0b924a42cb1b2426fd30a9	e8cd11b5215940c24e9433f0a589051b417232a380a63f8e9c4baaa39d3d3853	source-copy	Remember to post the letter on your way to school.	0
development	en	eng	21613	Zifre	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/21613	human-contributed-unreviewed	cc765100b23a4b450115f027f2409f8cf568b4d3309dea992c710cd2faab0ceb	This was third school shooting incident in six months.	sw	swh	10804644	ecorralest101	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/10804644	human-contributed-unreviewed	82322f3b13ed31d5906d9b40c1b6ed653acf56fb7f42bcfb6cd36e5e0bc7cdd6	Hili lilikuwa tukio la tatu laq ufiatuaji risasi katika shule ndani ya miezi sita.	direct-translation-link-human-contributed-unreviewed	2026-07-18	https://downloads.tatoeba.org/exports/per_language/eng/eng-swh_links.tsv.bz2	81a8c343458bb8fe472f1ff1f76b770da99604693b0b924a42cb1b2426fd30a9	9f1f07a51221168b115028c791e0a4562f404d6805d7ad83084a0aa93a21b593	source-copy	This was third school shooting incident in six months.	0
development	en	eng	21688	auxitt	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/21688	human-contributed-unreviewed	c6e79380405973788d1f2f3ff486c5da1a252c402ead465be1a86c522029d0a2	Indeed she is young and beautiful, but she is in delicate health.	sw	swh	10804648	ecorralest101	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/10804648	human-contributed-unreviewed	cbf4cfe297ea30e2854e81e42a2032e55ceeef1c86bc7c98e24c537775a0144b	Hakika yeye ni mchanga na mrembo, lakini ana afya dhaifu.	direct-translation-link-human-contributed-unreviewed	2026-07-18	https://downloads.tatoeba.org/exports/per_language/eng/eng-swh_links.tsv.bz2	81a8c343458bb8fe472f1ff1f76b770da99604693b0b924a42cb1b2426fd30a9	7d87c5af009a18f95eded64e412693da11a8427815d6fa71bf7dd0c831c6e071	source-copy	Indeed she is young and beautiful, but she is in delicate health.	0
development	en	eng	21829	AlanF_US	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/21829	human-contributed-unreviewed	4f5e57d182752714503b96c364c6f506109b66c84add77a7ed990fa64640048a	If you shout from the top of a cliff, you can hear the echo of your voice.	sw	swh	10804651	ecorralest101	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/10804651	human-contributed-unreviewed	6da1dc110ac26db8bdd40c23a3f0e775371cacdbfb4be6f240ea3bd2aa9a7754	Ukipiga kelele juu ya mwamba, unaweza kusikia mwangwi wa sauti yako.	direct-translation-link-human-contributed-unreviewed	2026-07-18	https://downloads.tatoeba.org/exports/per_language/eng/eng-swh_links.tsv.bz2	81a8c343458bb8fe472f1ff1f76b770da99604693b0b924a42cb1b2426fd30a9	ed4a36f7368ed212517aa248a3baef34116a70d4c0a899c02779eb0a091594d9	source-copy	If you shout from the top of a cliff, you can hear the echo of your voice.	0
development	en	eng	22097	RJH	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/22097	human-contributed-unreviewed	9746ef4ac247f84d21ff7d827fb9d06e5e9bc7a440b3f3d4ae33d7a27d9077d5	A cellar was dug on top of the hill and they slowly moved the house from the road to the hill.	sw	swh	10804657	ecorralest101	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/10804657	human-contributed-unreviewed	9414535df9fe97da00d2680a2ed7682378a4165d47ab1d86e5956b32d5a2e85a	Pishi lilichimbwa juu ya kilima na polepole walihama nyumba hiyo kutoka barabarani kwenda kilimani.	direct-translation-link-human-contributed-unreviewed	2026-07-18	https://downloads.tatoeba.org/exports/per_language/eng/eng-swh_links.tsv.bz2	81a8c343458bb8fe472f1ff1f76b770da99604693b0b924a42cb1b2426fd30a9	027677f846967f43c2a1b4486588549bd8094a70ee2b2f3b7bdb256f5344f0eb	source-copy	A cellar was dug on top of the hill and they slowly moved the house from the road to the hill.	0
development	en	eng	22121	CM	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/22121	human-contributed-unreviewed	b3869ffc263b831e84c3ccf73a738b94c5c2707da15239d50f6be2baef2e145d	All aboard!	sw	swh	10804660	ecorralest101	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/10804660	human-contributed-unreviewed	4f89b367545e4825d50d8bab41bd3222870d22cee0c58df05c48605a7e1d54bf	Wote ndani!	direct-translation-link-human-contributed-unreviewed	2026-07-18	https://downloads.tatoeba.org/exports/per_language/eng/eng-swh_links.tsv.bz2	81a8c343458bb8fe472f1ff1f76b770da99604693b0b924a42cb1b2426fd30a9	9f38a4a944ba60780b44f59acdecfb3b70f627d626615e1578fd5a58c482f52b	source-copy	All aboard!	0
heldout	en	eng	22125	AlanF_US	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/22125	human-contributed-unreviewed	ef81bbfa93011d9f93ce6a2447d67aecfad4e75054e87ed3cf1730fd9189febf	All right, everyone, let's not stand on ceremony tonight. Cheers!	sw	swh	10804663	ecorralest101	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/10804663	human-contributed-unreviewed	5a4f68e3638a739b2d3a6a179971093d9a7bb44ae71783f3b4efcd075418194c	Haya, kila mtu, na tusisimame kwenye sherehe leo jioni. Chereko!	direct-translation-link-human-contributed-unreviewed	2026-07-18	https://downloads.tatoeba.org/exports/per_language/eng/eng-swh_links.tsv.bz2	81a8c343458bb8fe472f1ff1f76b770da99604693b0b924a42cb1b2426fd30a9	f305141c40cce6e6853e88661a7f0863911d4d88f8976733030e4a46b613f36e	source-copy	All right, everyone, let's not stand on ceremony tonight. Cheers!	0
heldout	en	eng	22130	CK	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/22130	human-contributed-unreviewed	21420e7e8f2e5011133ab9a1e57c9d5a44860e02b6d7dadfc8610250e4819f79	Everybody took a hostile attitude toward illegal aliens.	sw	swh	10804666	ecorralest101	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/10804666	human-contributed-unreviewed	02e34e9fa7a4ddde8940f3339fb3607cf21c8604dd1b91c1ebbe85a5f18807e4	Kila mtu alikuwa na mtazamo wa uhasama kwa wageni haramu.	direct-translation-link-human-contributed-unreviewed	2026-07-18	https://downloads.tatoeba.org/exports/per_language/eng/eng-swh_links.tsv.bz2	81a8c343458bb8fe472f1ff1f76b770da99604693b0b924a42cb1b2426fd30a9	010474e5b087c87ce57b3cde5e1e2465de75ea658f4b2e5b99a628407b062c52	source-copy	Everybody took a hostile attitude toward illegal aliens.	0
heldout	en	eng	22160	U2FS	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/22160	human-contributed-unreviewed	49c218e774374f9d0f697e48b98e4c475deb6b652c4c39afe54b5f6f87e98e78	The pirates buried their treasure in the ground.	sw	swh	10804669	ecorralest101	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/10804669	human-contributed-unreviewed	c39cebd5fe981715b08a673f042ea3e09d0044444af59b251f53e674b7fc3ffc	Maharamia walizika hazina yao ardhini.	direct-translation-link-human-contributed-unreviewed	2026-07-18	https://downloads.tatoeba.org/exports/per_language/eng/eng-swh_links.tsv.bz2	81a8c343458bb8fe472f1ff1f76b770da99604693b0b924a42cb1b2426fd30a9	17b57e0575d2655efbbea57e3d1861960c5a68ec9bbf25a00019ff4b60abe7aa	source-copy	The pirates buried their treasure in the ground.	0
heldout	en	eng	22210	auxitt	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/22210	human-contributed-unreviewed	c7438cc5fa05b28d136111f2036dd820c9edb5d8016d127478adb652aa5c255b	By studying overseas, students can come into contact with other manners and customs.	sw	swh	10804672	ecorralest101	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/10804672	human-contributed-unreviewed	a4875b487bde4e170c874c4f7518e395a7686c9adc0e4a0ef19c17f30f82c9cb	Kwa kusoma ng'ambo, wanafunzi wanaweza kutangamana na tabia na mila zingine.	direct-translation-link-human-contributed-unreviewed	2026-07-18	https://downloads.tatoeba.org/exports/per_language/eng/eng-swh_links.tsv.bz2	81a8c343458bb8fe472f1ff1f76b770da99604693b0b924a42cb1b2426fd30a9	ecf95dd95098e6f84dd70c6c669e32a7e337e7bbd5db23d1b5889f66fd639964	source-copy	By studying overseas, students can come into contact with other manners and customs.	0
development	en	eng	22249	Dejo	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/22249	human-contributed-unreviewed	9c265a4d90427b378ed25b279262da1e2f6eadc06161d5915ecf3d0c0b25ed56	If you go underwater, hold your nose and blow to clear your ears.	sw	swh	10804675	ecorralest101	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/10804675	human-contributed-unreviewed	f752c7b198c635d4e4678fcb69cd4f86d7906e8971c6f7f9c6abfdc53c01e72c	Ikiwa unaenda chini ya maji, shika pua yako na pigo ili kusafisha masikio yako.	direct-translation-link-human-contributed-unreviewed	2026-07-18	https://downloads.tatoeba.org/exports/per_language/eng/eng-swh_links.tsv.bz2	81a8c343458bb8fe472f1ff1f76b770da99604693b0b924a42cb1b2426fd30a9	8f00af1ff5f3ea9014b7606465ff58d0b98bdc6a535f7df19727177729864ab3	source-copy	If you go underwater, hold your nose and blow to clear your ears.	0
development	en	eng	22284	SadeN	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/22284	human-contributed-unreviewed	2064b5ec32a8bb7925ec82bb3d6b2dc1228b78d10d5d7b8585af65a85d8302a1	There go the twelve bars blues.	sw	swh	10804679	ecorralest101	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/10804679	human-contributed-unreviewed	d9705791e3892b4397d2ac3fa9b0ea6c67eee658cc268005f0aeb0d8d3b67be6	Inapitia vipigwa kumi na viwili.	direct-translation-link-human-contributed-unreviewed	2026-07-18	https://downloads.tatoeba.org/exports/per_language/eng/eng-swh_links.tsv.bz2	81a8c343458bb8fe472f1ff1f76b770da99604693b0b924a42cb1b2426fd30a9	923f64c9d623c868642aee3e7483a9090a893f105c0c6541b11d95b92c98eb2d	source-copy	There go the twelve bars blues.	0
development	en	eng	22287	Zifre	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/22287	human-contributed-unreviewed	b037eaad73a2d4a5876172323dcffa684f2b8263dc00d865e0f6da01ec728b19	Hearing the monster's footsteps, they began running in all directions.	sw	swh	10804682	ecorralest101	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/10804682	human-contributed-unreviewed	465916d4657d09039fc6458404da7c7610ae5c6b87836124c5524647df735ee1	Kusikia nyayo za mizimu, wakaanza kukimbia pande zote.	direct-translation-link-human-contributed-unreviewed	2026-07-18	https://downloads.tatoeba.org/exports/per_language/eng/eng-swh_links.tsv.bz2	81a8c343458bb8fe472f1ff1f76b770da99604693b0b924a42cb1b2426fd30a9	12a29bdcb3e52a595518e7fefc0517c66389c00fbf1e261a70d00403423e2706	source-copy	Hearing the monster's footsteps, they began running in all directions.	0
development	en	eng	22291	CK	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/22291	human-contributed-unreviewed	1991b35c843c1bba7a0a553ba2769bce7676a9126cfdac5ad61ea8e1e0bcd98f	We could hear the groans of the injured man.	sw	swh	10804685	ecorralest101	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/10804685	human-contributed-unreviewed	29ff60316447926d2e46863c9f57c3557af2f492ede05d5befe917473e25a125	Tuliweza kusikia miguno ya mtu aliyejeruhiwa.	direct-translation-link-human-contributed-unreviewed	2026-07-18	https://downloads.tatoeba.org/exports/per_language/eng/eng-swh_links.tsv.bz2	81a8c343458bb8fe472f1ff1f76b770da99604693b0b924a42cb1b2426fd30a9	a985f64d6823451d5e23ce041b13b700bce231042663855990ae8d07830feb1b	source-copy	We could hear the groans of the injured man.	0
